bitcount
3114 5
4929 578940
8138 27487
11288 24972
14285 26390
17521 27835
20840 27797
24370 34326
25839 4962
30401 137
33574 157
36778 121
39982 135
43204 119
46438 104
49571 105
52825 102
55833 88
59196 93
62368 84
65511 70
68821 60
71873 55
74985 52
78463 34
81563 28
84823 36
88034 38
91135 42
94571 45
97668 46
100739 61
104056 60
107223 59
110445 62
113529 60
116731 69
119974 63
123209 57
126438 52
129581 48
132725 50
136035 40
139177 38
142458 41
145584 41
148773 39
152093 39
155183 44
158408 54
161644 54
164811 59
168048 66
171221 68
174441 70
177574 63
180746 59
183965 51
187165 53
190355 46
193483 33
196616 30
200152 32
203308 32
206427 34
209617 34
212773 43
216042 45
219130 46
222341 54
225635 53
228851 58
232066 51
235055 47
238374 47
241684 35
244762 35
247904 37
251229 24
254297 35
257697 34
260804 35
264045 36
267208 36
270481 45
273748 45
276833 49
280095 51
283172 54
286320 55
289559 59
292724 49
295992 48
299156 42
302278 41
305554 35
308686 30
312058 35
315278 36
318298 47
321725 44
324836 42
327953 50
331212 50
334283 59
337590 64
340924 61
344043 59
347177 63
350416 54
353629 49
356807 39
360023 47
363185 34
366498 37
369713 44
372734 42
375844 54
379256 42
382516 51
385695 47
388771 49
391841 55
395109 66
398398 63
401600 75
404660 71
407960 65
411290 47
414401 51
417608 46
420622 29
423958 37
428565 30844
430700 80271
433230 119761
436786 33
440479 105376
442745 6516
445757 42177
449137 161186
452180 273796
455866 62855
459970 59914
461624 115790
466335 153894
468618 40409
471443 7480
475717 11968
479065 21686
481505 19621
484361 11555
486590 19448
489600 0
492800 0
496000 0
499200 0
502400 0
505600 0
508800 0
512000 0
515200 0
518400 0
521600 0
524800 0
528000 0
531200 0
534400 0
537600 0
540800 0
544000 0
547200 0
550400 0
553600 0
556800 0
560000 0
563200 0
566400 0
569600 0
572800 0
576000 0
579200 0
582400 0
585600 0
589965 1
592000 0
595200 0
598400 0
601600 0
604800 0
608000 0
611200 0
614400 0
617600 0
620800 0
624000 0
627200 0
630400 0
633600 0
636800 0
640000 0
643200 0
646400 0
649600 0
652800 0
656000 0
659200 0
662400 0
665600 0
668800 0
672000 0
675200 0
678400 0
681600 0
684800 0
688000 0
691200 0
694400 0
697600 0
700800 0
704000 0
707200 0
710400 0
716677 1
716800 0
720000 0
723200 0
726400 0
731814 1
732800 0
736000 0
739200 0
742400 0
745600 0
748800 0
752000 0
755200 0
758400 0
761600 0
764800 0
768000 0
771200 0
774400 0
777600 0
780800 0
784000 0
787200 0
790400 0
793600 0
796800 0
800000 0
803200 0
806400 0
809600 0
812800 0
816000 0
819200 0
822400 0
825600 0
828800 0
832000 0
835200 0
838400 0
841600 0
844800 0
848000 0
851200 0
854400 0
857600 0
860800 0
864962 1
867200 0
870400 0
873600 0
876800 0
880000 0
883200 0
886400 0
889600 0
892800 0
896000 0
899200 0
902400 0
905600 0
908800 0
912000 0
915200 0
918400 0
921600 0
924800 0
928000 0
931200 0
934400 0
937600 0
940800 0
944000 0
947200 0
950872 1
953600 0
956800 0
960000 0
963200 0
966400 0
969600 0
972800 0
976000 0
979200 0
982400 0
985600 0
988800 0
992000 0
995200 0
998400 0
1001600 0
1004800 0
1008019 1
1011200 0
1014400 0
1017600 0
1020800 0
1024000 0
1027200 0
1030400 0
1033600 0
1036800 0
1040000 0
1043200 0
1046400 0
1049600 0
1052800 0
1056000 0
1059200 0
1062400 0
1065600 0
1068800 0
1072000 0
1075200 0
1078400 0
1081600 0
1084800 0
1088000 0
1091200 0
1094400 0
1097600 0
1100800 0
1104000 0
1107200 0
1110400 0
1113600 0
1116800 0
1120000 0
1123200 0
1126400 0
1129600 0
1132800 0
1136000 0
1139200 0
1142400 0
1145600 0
1148800 0
1152000 0
1155200 0
1158400 0
1161600 0
1164800 0
1168000 0
1171200 0
1174400 0
1177600 0
1180800 0
1184000 0
1187200 0
1190400 0
1193600 0
1196800 0
1200000 0
1203200 0
1206400 0
1209600 0
1212800 0
1216000 0
1219200 0
1222400 0
1225600 0
1228800 0
1232000 0
1235200 0
1238400 0
1241600 0
1244800 0
1248000 0
1251200 0
1254400 0
1257600 0
1260800 0
1264000 0
1267200 0
1270400 0
1273600 0
1276800 0
1280000 0
1283200 0
1286400 0
1289600 0
1295896 1
1296000 0
1299200 0
1302400 0
1305600 0
1308800 0
1312000 0
1315200 0
1318400 0
1321600 0
1324800 0
1328000 0
1331200 0
1334400 0
1337600 0
1340800 0
1344000 0
1347200 0
1350400 0
1353600 0
1356800 0
1360000 0
1363200 0
1366400 0
1369600 0
1372800 0
1376000 0
1379200 0
1382400 0
1385600 0
1388800 0
1392000 0
1395200 0
1398400 0
1401600 0
1404800 0
1408000 0
1411200 0
1414400 0
1417600 0
1420800 0
1424000 0
1427200 0
1430400 0
1433600 0
1436800 0
1440000 0
1443200 0
1446400 0
1449600 0
1452800 0
1456000 0
1459200 0
1462400 0
1465600 0
1468800 0
1472000 0
1475200 0
1478400 0
1481600 0
1484800 0
1488000 0
1491200 0
1494400 0
1497600 0
1500800 0
1504000 0
1507200 0
1510400 0
1513600 0
1516800 0
1520000 0
1523200 0
1526400 0
1529600 0
1532800 0
1536000 0
1539200 0
1542400 0
1545600 0
1548800 0
1552000 0
1555200 0
1558400 0
1561600 0
1564800 0
1568000 0
1571200 0
1574400 0
1577600 0
1580800 0
1584000 0
1587200 0
1590400 0
1593600 0
1596800 0

