3098	7.4246510770377E-07
4928	0.085924002
8130	0.0041153356
11294	0.0037095042
14286	0.0039053665
17518	0.0041330063
20838	0.004127809
24372	0.0051077145
25845	0.0007356344
30450	2.06405299941648E-05
33570	2.25709392741946E-05
36752	1.94525858218388E-05
39995	2.12345020803278E-05
43225	1.90071067572165E-05
46445	1.63342323694829E-05
49543	1.70766974771867E-05
52818	1.63342323694829E-05
55839	1.39583440248309E-05
59171	1.45523161109939E-05
62361	1.38098510032901E-05
65533	0.00001084
68844	8.90958129244525E-06
71931	8.76108827090449E-06
75033	7.87013014165997E-06
78410	6.23670690471167E-06
81538	4.75177668930413E-06
84794	6.08821388317092E-06
88165	6.38519992625243E-06
91265	6.08821388317092E-06
94572	6.53369294779318E-06
97637	6.83067899087469E-06
100759	9.35506035706751E-06
104075	8.61259524936374E-06
107192	8.90958129244525E-06
110435	9.35506035706751E-06
113570	9.058074313986E-06
116740	0.000010246
120016	9.50355337860826E-06
123225	8.01862316320072E-06
126400	7.72163712011921E-06
129550	7.1276650339562E-06
132688	7.4246510770377E-06
136043	6.08821388317092E-06
139231	5.64273481854866E-06
142490	5.79122784008941E-06
145554	6.08821388317092E-06
148777	5.93972086163016E-06
152099	5.64273481854866E-06
155212	6.53369294779318E-06
158358	7.87013014165997E-06
161627	8.31560920628223E-06
164778	8.76108827090449E-06
168057	9.80053942168977E-06
171185	9.80053942168977E-06
174396	1.03945115078528E-05
177587	9.50355337860826E-06
180769	8.31560920628223E-06
184038	8.16711618474148E-06
187263	7.57314409857846E-06
190355	6.97917201241544E-06
193492	4.90026971084488E-06
196664	4.15780460314111E-06
200126	4.60328366776338E-06
203270	4.75177668930413E-06
206384	5.19725575392639E-06
209661	5.34574877546715E-06
212793	6.38519992625243E-06
216076	6.68218596933393E-06
219196	6.97917201241544E-06
222392	7.87013014165997E-06
225628	7.72163712011921E-06
228793	8.46410222782298E-06
232028	7.57314409857846E-06
235034	6.83067899087469E-06
238336	6.97917201241544E-06
241626	5.34574877546715E-06
244783	5.4942417970079E-06
247915	5.19725575392639E-06
251191	3.5638325169781E-06
254270	5.19725575392639E-06
257688	5.19725575392639E-06
260766	5.19725575392639E-06
264041	5.19725575392639E-06
267214	5.4942417970079E-06
270481	6.53369294779318E-06
273655	6.68218596933393E-06
276849	7.27615805549695E-06
280098	7.27615805549695E-06
283228	7.72163712011921E-06
286370	8.16711618474148E-06
289661	8.76108827090449E-06
292798	7.72163712011921E-06
295993	7.27615805549695E-06
299159	6.38519992625243E-06
302315	5.79122784008941E-06
305597	5.34574877546715E-06
308671	4.45479064622262E-06
312050	5.4942417970079E-06
315207	5.04876273238564E-06
318220	6.53369294779318E-06
321705	6.68218596933393E-06
324863	6.08821388317092E-06
327931	7.4246510770377E-06
331171	7.57314409857846E-06
334266	8.16711618474148E-06
337630	9.058074313986E-06
340921	9.20656733552675E-06
344016	9.35506035706751E-06
347125	9.80053942168977E-06
350435	8.46410222782298E-06
353711	6.97917201241544E-06
356791	5.64273481854866E-06
359988	7.4246510770377E-06
363181	4.75177668930413E-06
366520	5.64273481854866E-06
369732	5.79122784008941E-06
372753	6.83067899087469E-06
375872	7.72163712011921E-06
379345	5.64273481854866E-06
382418	7.1276650339562E-06
385691	7.57314409857846E-06
388805	8.16711618474148E-06
391914	8.31560920628223E-06
395217	9.35506035706751E-06
398472	9.50355337860826E-06
401605	1.06914975509343E-05
404667	0.000010543
407963	9.35506035706751E-06
411295	7.4246510770377E-06
414399	8.01862316320072E-06
417606	6.68218596933393E-06
420634	4.45479064622262E-06
423969	5.64273481854866E-06
428565	0.0045802672
430700	0.0119196833
433230	0.0177836728
436841	5.19725575392639E-06
440479	0.0156473037
442744	0.000967135
445757	0.0062634356
449137	0.0239348477
452180	0.0406569438
455866	0.0093333804
459970	0.0088968109
461624	0.017194007
466335	0.0228521851
468618	0.0060004545
471442	0.0011107278
475717	0.0017771645
479065	0.0032202197
481505	0.0029134331
484361	0.0017159854
486590	0.0028878923
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
558567	1.48493021540754E-07
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
716929	1.48493021540754E-07
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
